Attendance,Internal Marks,Class Participation,Academic Activities,Sleep Time,Study Time,Final Marks
53,99,42,33,45,91,43
96,95,94,91,82,82,88
49,36,90,34,90,45,53
84,35,37,34,88,90,43
58,90,57,41,63,38,89
82,52,47,34,86,61,47
65,57,36,42,50,80,49
52,54,74,61,96,95,93
49,98,54,36,39,83,82
66,61,65,61,92,70,94
98,95,72,54,37,96,87
59,90,94,52,45,33,58
96,43,39,99,89,80,100
94,59,85,91,75,87,85
82,100,75,80,39,81,31
79,53,92,64,70,33,35
44,90,58,90,77,34,34
37,85,63,47,81,33,36
82,92,94,100,87,46,97
30,68,60,34,38,34,50
91,63,99,68,83,91,98
54,50,97,59,37,86,42
84,81,60,33,40,67,54
98,59,59,81,45,82,82
44,65,70,47,77,93,30
93,44,93,65,53,96,96
75,98,73,37,60,47,84
83,49,68,98,69,50,92
70,71,52,35,94,71,83
47,98,62,43,83,41,78
90,94,35,92,31,86,87
74,35,49,43,57,98,98
82,97,46,90,43,89,81
95,92,86,65,91,52,85
99,85,45,98,63,48,96
45,100,68,64,99,30,90
36,44,69,38,61,51,54
77,54,64,52,95,49,97
30,63,92,90,67,86,89
99,73,31,75,30,61,51
76,50,86,57,100,49,38
89,82,87,88,60,97,100
44,36,54,100,62,77,38
80,94,63,55,90,97,85
82,42,39,75,41,87,58
74,47,33,92,31,55,37
92,32,90,88,94,62,91
60,33,97,62,47,75,89
77,99,58,71,53,46,81
30,92,79,100,72,67,98
98,71,89,98,95,86,87
79,80,90,44,91,97,89
57,98,63,47,72,60,51
36,94,92,94,32,54,85
70,90,33,44,78,65,73
50,75,66,46,99,99,57
44,63,99,33,77,70,86
78,51,36,91,33,73,53
67,82,46,33,49,59,81
88,72,61,76,33,83,54
84,68,96,84,77,93,92
92,94,38,45,84,68,64
54,58,77,86,62,84,57
61,42,35,54,60,90,96
36,65,80,91,40,84,78
78,57,35,45,97,30,92
80,85,89,67,53,97,70
91,79,67,58,57,91,87
77,60,63,47,88,78,71
92,99,73,99,45,89,91
62,43,89,57,83,92,71
43,37,81,94,90,64,95
51,79,42,97,69,87,94
83,81,80,92,76,50,43
61,91,81,34,99,78,86
32,61,44,95,52,85,95
45,60,91,41,48,94,89
50,69,32,89,42,95,68
40,42,76,63,78,58,82
66,32,90,74,40,62,91
42,73,35,97,67,99,97
32,58,46,81,32,34,64
94,67,31,84,64,77,43
37,79,94,32,52,68,88
70,100,36,81,90,69,95
83,35,79,73,69,49,49
54,61,52,84,52,80,60
58,99,33,100,76,37,80
85,32,83,73,31,34,74
44,44,67,48,97,94,42
80,32,96,41,37,45,98
59,99,86,36,42,82,66
99,97,52,99,69,40,86
74,93,45,45,84,90,81
30,96,75,92,92,61,90
93,47,43,33,92,99,86
33,36,49,32,50,96,65
90,76,75,54,79,69,60
75,33,42,95,39,53,94
85,86,94,34,94,86,85
49,40,96,80,37,37,45
97,78,71,83,93,70,90
66,91,73,67,39,55,82
40,68,45,52,45,83,74
97,41,46,77,45,64,93
63,46,88,95,98,49,98
43,52,92,37,49,40,31
55,78,100,40,34,59,87
38,33,58,78,51,75,36
42,32,34,30,65,71,74
66,97,88,91,96,67,100
96,61,84,43,96,66,100
96,35,71,84,92,42,67
73,98,70,44,93,85,99
61,79,37,33,92,36,74
36,47,88,70,83,59,36
33,35,73,58,84,51,73
30,82,92,45,88,86,52
42,37,83,79,95,97,91
45,82,66,100,42,93,92
90,35,58,42,46,41,68
44,99,70,73,63,36,88
72,97,38,96,40,57,90
57,87,42,93,39,39,53
97,62,66,91,66,30,99
100,91,61,64,68,67,89
73,92,94,80,61,54,97
60,52,65,67,74,44,82
37,97,60,41,68,61,63
75,39,77,70,54,45,57
41,60,85,39,52,57,84
92,61,87,93,34,99,97
92,50,97,81,90,86,89
32,95,76,34,48,87,61
77,40,53,75,95,44,71
35,96,45,76,62,91,31
84,95,72,49,65,51,100
60,31,30,96,45,53,55
52,41,100,36,88,92,82
58,83,98,74,95,75,98
74,90,100,52,76,52,99
88,57,49,57,82,74,34
35,58,86,91,49,30,55
79,47,36,75,77,76,34
94,55,53,61,50,87,92
90,83,51,52,97,58,95
47,67,56,96,49,64,94
73,48,94,87,43,42,89
68,46,83,95,94,65,88
79,30,96,72,89,58,48
77,75,46,61,62,77,70
45,49,42,42,68,56,35
65,72,97,30,40,79,98
94,45,34,71,96,61,88
40,43,41,55,89,31,35
99,42,58,88,91,82,94
94,84,94,47,63,64,93
59,100,99,63,97,44,90
92,87,100,37,46,61,69
77,45,73,38,47,71,30
82,36,44,94,41,42,78
59,64,73,84,90,95,88
60,66,79,97,78,49,63
55,56,77,66,99,88,56
50,93,76,74,94,31,30
83,34,63,35,75,78,59
65,33,41,41,59,46,42
37,69,58,41,84,90,72
30,31,96,79,39,62,50
62,68,64,58,67,97,68
91,40,31,98,38,76,100
83,44,82,41,31,95,89
51,48,99,85,55,34,36
49,52,94,63,37,40,96
71,96,100,40,97,96,85
81,50,81,63,97,90,97
33,46,60,54,92,56,92
87,59,59,50,50,87,67
61,67,53,52,93,50,58
87,87,53,100,69,47,90
99,57,30,49,53,87,86
98,64,89,64,90,70,94
93,59,46,77,57,86,41
83,97,100,87,80,81,93
56,72,76,30,96,94,96
65,81,48,99,84,49,47
46,57,99,92,68,56,90
99,70,41,61,61,34,55
39,52,68,32,93,99,49
86,39,88,70,36,40,77
49,95,81,80,32,84,89
70,58,91,85,47,74,95
78,65,94,36,44,100,53
69,70,96,60,77,33,62
44,63,51,71,41,48,36
84,31,64,45,47,73,34
32,32,43,91,57,100,79
76,41,52,45,30,69,37
67,93,37,36,86,30,38
91,32,61,62,80,55,98
38,41,57,63,79,48,57
40,72,56,43,67,61,77
99,87,86,78,81,95,96
37,59,95,48,92,88,85
43,43,57,34,97,65,99
89,70,55,60,82,83,56
50,31,67,68,70,35,31
46,96,65,47,50,46,40
39,84,95,64,83,66,35
78,44,44,66,30,78,37
100,69,57,77,48,32,82
84,53,72,92,80,97,94
91,97,60,50,41,87,51
63,79,72,61,38,69,43
93,40,40,48,32,49,52
51,92,90,61,80,42,99
93,66,93,54,88,64,95
76,45,99,88,91,67,86
75,92,43,32,67,100,95
31,96,68,97,68,51,97
93,49,68,93,93,44,90
59,42,51,86,90,94,81
72,91,57,91,33,75,97
78,54,60,64,96,92,95
69,64,48,80,39,57,61
40,90,77,38,82,94,88
92,44,33,88,90,35,85
91,88,77,93,95,65,93
91,39,30,77,98,78,52
100,48,57,60,75,95,88
94,57,35,47,93,90,88
58,80,84,45,94,68,99
68,32,32,75,91,93,90
67,43,73,77,45,91,88
33,33,30,91,34,41,91
90,68,52,84,49,46,58
40,72,85,97,42,54,94
40,36,69,88,82,92,97
74,33,40,56,82,44,70
57,92,39,99,84,99,99
88,73,50,84,91,68,44
89,91,96,47,81,36,92
39,45,53,81,95,69,40
97,47,97,100,48,67,40
98,70,92,81,44,81,85
100,90,50,91,86,81,100
76,87,45,91,70,90,95
88,46,32,51,39,58,56
76,92,35,79,70,100,98
90,96,40,62,46,42,84
86,42,49,74,86,42,30
40,58,48,33,94,65,30
36,32,56,45,90,45,96
41,92,84,42,34,72,31
75,46,74,48,98,30,94
40,68,55,63,45,56,58
99,77,42,68,78,66,77
42,83,89,62,57,93,48
41,80,36,61,99,82,86
81,51,59,59,91,75,56
72,52,93,38,48,85,76
92,74,86,65,93,87,92
72,89,94,75,61,46,91
76,76,79,85,40,54,43
95,54,69,38,45,41,43
79,46,57,64,100,72,57
92,50,68,66,57,83,69
91,85,33,49,66,51,89
71,91,60,97,95,86,86
77,73,62,69,34,75,37
100,43,32,98,82,78,35
72,49,44,68,93,63,85
91,35,97,98,96,50,73
91,73,72,36,36,82,89
96,74,35,43,57,31,85
39,52,42,68,41,50,53
84,63,99,42,30,74,87
58,73,88,75,31,37,55
38,43,47,56,30,78,44
37,65,59,89,99,44,58
30,53,91,57,48,93,36
98,45,84,47,72,47,73
84,58,79,40,63,60,61
72,55,100,54,46,96,79
40,99,49,67,57,58,92
57,59,41,79,55,40,83
60,36,79,45,89,99,63
47,57,53,87,54,98,78
76,94,31,46,64,34,92
98,30,90,97,78,100,88
31,54,95,78,58,43,49
84,49,45,94,62,45,99
57,86,78,50,50,65,41
91,75,36,45,87,47,32
76,57,71,59,53,83,77
47,63,53,95,78,81,70
31,96,34,54,66,97,96
46,47,100,69,76,94,41
94,98,81,53,39,59,77
42,78,30,93,99,92,35
76,67,84,74,30,56,65
50,84,36,65,73,68,39
72,66,37,81,82,95,52
72,39,82,58,88,88,60
41,83,36,92,58,84,92
100,54,100,51,92,87,93
63,56,52,40,57,43,44
34,97,91,96,83,31,37
43,84,80,79,37,92,60
42,78,91,96,46,39,50
83,94,44,54,96,90,85
31,90,53,74,37,93,56
40,65,90,30,80,34,94
50,62,57,82,94,98,87
58,90,50,90,36,70,69
47,54,85,63,54,37,60
99,50,45,33,67,40,35
99,56,53,31,86,46,49
89,72,64,90,57,79,85
38,43,91,44,100,61,87
31,43,74,83,57,47,52
94,76,78,35,52,63,91
46,33,44,54,78,41,47
70,58,49,56,68,48,53
87,33,38,62,56,53,35
62,44,100,77,36,100,97
100,46,71,41,42,100,37
44,32,50,74,77,30,81
31,93,78,99,83,50,88
49,60,39,98,78,30,89
52,34,39,82,98,52,65
45,35,86,98,90,82,97
52,65,73,53,71,32,84
99,96,85,98,85,69,100
53,79,31,92,59,97,88
90,96,36,78,43,74,98
71,30,76,97,63,67,66
37,46,100,61,65,34,63
51,95,99,52,98,38,86
30,54,88,92,85,64,72
48,96,67,95,82,90,90
99,50,85,68,99,84,100
53,97,35,48,37,80,33
62,42,96,59,88,61,40
84,46,95,75,42,47,97
74,42,42,94,89,30,60
90,49,94,100,40,93,96
37,82,41,94,50,66,99
67,45,57,51,33,56,48
92,76,93,36,97,56,96
56,31,48,75,72,74,48
38,61,72,56,90,78,83
47,91,47,52,47,96,67
57,95,56,45,46,50,63
64,82,73,99,54,44,94
77,36,76,44,36,42,32
39,32,93,50,48,81,44
95,39,70,98,41,52,85
65,37,64,81,59,99,88
37,73,68,96,38,64,100
50,32,51,85,33,88,81
71,92,79,30,43,73,82
88,99,90,61,89,36,98
41,100,47,100,90,36,94
33,69,44,71,74,64,64
72,31,57,98,62,36,34
43,82,36,58,56,85,69
81,63,93,46,79,35,75
85,64,91,65,44,99,98
58,62,93,100,38,82,97
37,31,34,72,48,68,51
46,30,30,97,37,68,75
52,35,82,99,85,79,76
36,92,32,48,67,85,99
36,32,35,41,77,74,42
73,87,65,83,66,95,91
92,31,32,50,39,71,31
78,94,92,54,39,93,96
56,30,45,85,44,92,30
50,49,60,73,88,98,63
88,66,65,48,92,32,99
44,67,94,60,45,95,94
70,98,90,95,92,58,94
48,35,63,31,76,45,65
52,41,67,68,83,49,80
96,98,48,96,78,78,92
43,44,89,40,48,30,30
65,67,90,41,32,41,37
55,55,50,98,77,32,99
31,30,72,48,39,61,30
76,33,57,92,71,89,38
49,96,68,63,38,80,86
34,49,47,95,76,73,74
74,88,69,46,63,81,60
50,44,69,73,37,72,45
34,51,84,96,82,33,75
86,72,95,75,95,54,100
83,95,72,32,87,31,83
69,64,30,96,51,43,92
95,74,68,32,43,49,46
90,64,60,43,79,55,55
86,100,99,59,98,31,94
83,49,36,76,45,64,41
48,59,93,42,76,80,31
63,72,100,40,35,44,34
80,55,64,82,90,95,88
86,54,31,65,38,82,63
71,37,69,68,64,48,75
32,64,53,95,97,39,99
43,96,56,73,73,65,100
99,48,49,44,43,77,42
91,45,36,35,80,51,100
86,72,70,34,30,38,76
66,67,55,62,74,53,61
55,56,32,71,57,48,83
59,60,38,34,70,81,69
31,92,45,81,38,100,96
57,62,31,38,96,60,100
31,36,62,83,37,57,31
97,40,38,40,30,55,94
79,88,41,74,39,97,35
82,93,87,94,62,64,97
52,37,60,32,79,80,55
84,92,85,92,63,65,66
45,93,90,79,89,80,99
90,41,97,34,47,92,93
69,100,56,41,98,81,88
99,66,44,57,54,62,60
79,98,83,80,70,48,98
43,57,64,35,95,64,87
84,55,79,92,86,44,87
56,31,34,73,62,45,55
59,90,90,68,91,64,96
63,87,55,95,36,55,92
77,43,98,40,99,90,66
43,95,79,87,87,47,83
79,93,76,35,35,34,100
32,80,83,95,74,58,66
94,39,34,46,74,79,96
39,65,40,81,66,95,92
31,56,62,55,49,76,43
99,45,43,100,42,53,95
63,40,76,72,41,93,87
98,61,69,53,100,76,94
55,84,74,77,89,52,83
71,96,76,94,48,30,91
65,78,95,92,96,60,86
67,83,87,32,88,83,79
50,44,33,95,93,61,45
49,88,97,82,99,88,89
93,39,68,69,79,94,99
92,94,58,75,77,81,86
89,58,64,98,57,57,79
50,43,69,32,74,78,69
97,95,33,61,95,95,33
98,49,31,89,53,43,80
55,49,90,75,95,98,96
94,32,93,46,75,89,99
85,89,49,65,63,66,71
81,66,63,33,63,75,52
95,91,51,97,61,88,100
33,96,85,85,94,94,88
42,36,74,100,80,74,50
73,96,68,85,57,51,85
80,85,71,87,60,93,68
94,71,69,57,97,56,99
95,54,50,98,61,97,87
31,93,65,41,32,42,53
70,71,97,65,75,87,71
99,61,70,98,80,91,88
63,70,99,37,94,59,89
98,92,65,80,68,97,86
94,56,93,69,47,76,99
30,97,81,92,74,74,99
59,34,55,97,35,82,91
49,48,49,68,56,77,49
98,47,76,49,99,67,90
81,67,48,91,38,52,31
42,75,46,67,42,90,92
98,99,35,46,63,57,36
86,48,88,74,58,88,37
90,35,90,57,48,98,92
77,66,37,40,88,65,60
51,33,44,95,94,93,86
75,99,56,46,55,90,95
59,31,52,93,97,99,99
100,96,50,68,41,84,41
74,91,66,83,83,37,96
99,82,71,38,95,87,90
91,97,89,46,62,84,89
32,30,93,33,39,36,72
99,69,92,95,72,77,91
31,95,98,48,93,95,99
57,72,32,67,38,58,62
92,82,89,30,45,67,66
46,84,58,93,99,61,98
49,31,99,57,86,88,76
68,34,100,35,59,67,99
70,69,97,47,94,98,69
71,51,95,58,65,80,90
52,89,34,65,47,96,61
93,72,92,44,77,73,96
60,100,85,35,32,81,62
93,38,64,77,85,49,93
97,64,67,88,40,39,54
66,62,66,50,44,48,50
82,90,46,57,69,43,50
41,94,41,69,99,69,36
52,65,88,76,82,48,49
88,33,44,59,71,93,54
99,100,40,55,74,40,97
96,32,91,33,30,43,100
97,35,99,92,35,43,94
86,84,46,36,62,94,89
56,98,47,40,82,88,100
92,74,78,39,63,50,43
35,48,41,35,89,87,67
44,42,83,88,81,45,81
81,100,100,97,85,80,90
92,31,66,74,71,82,93
100,45,81,30,44,38,51
85,91,76,65,75,69,97
88,38,52,81,46,92,90
94,69,86,40,100,39,79
30,54,85,88,99,67,91
39,92,31,83,74,42,91
92,88,68,51,95,37,71
82,42,66,48,60,90,68
86,89,95,49,89,31,100
68,53,84,74,50,98,100
31,65,83,31,56,56,31
60,90,57,90,66,40,94
91,64,47,57,53,73,88
38,86,39,74,94,90,32
84,70,31,92,99,100,86
80,40,91,61,66,65,95
94,51,98,43,35,78,94
93,97,40,44,72,86,68
99,30,76,51,53,46,48
38,98,83,59,51,49,94
90,98,80,40,66,87,87
100,91,95,76,85,40,88
71,30,53,31,40,40,64
97,46,88,59,48,64,93
47,93,91,81,70,90,96
81,83,75,31,64,91,98
66,82,78,43,45,47,46
52,63,85,43,77,77,39
63,47,96,47,98,75,90
40,94,36,58,77,53,65
99,31,33,55,46,80,45
98,83,73,80,32,81,99
95,81,69,32,35,66,95
57,37,54,69,79,56,58
65,48,87,80,46,75,80
53,92,92,99,47,41,95
31,49,30,49,99,55,78
95,70,42,61,88,91,96
30,44,36,84,96,30,47
46,92,31,90,33,99,54
80,45,97,37,36,54,40
54,52,66,32,69,65,36
99,72,71,30,89,31,96
91,51,93,42,74,44,89
46,76,39,93,44,48,36
56,51,94,63,64,88,99
87,88,91,95,48,67,86
85,37,64,52,55,83,75
37,45,84,39,81,46,44
91,97,96,77,39,75,91
88,30,59,74,91,60,80
89,90,87,47,96,38,39
82,100,71,91,90,37,89
50,85,94,33,90,92,96
52,92,82,97,31,33,90
98,94,96,43,99,74,90
37,76,78,98,98,41,70
100,53,35,38,49,45,99
39,49,44,100,33,53,46
93,83,91,31,72,59,88
56,63,42,87,33,100,100
77,63,83,36,38,79,37
78,90,66,96,97,89,95
78,53,96,93,66,39,85
81,84,61,34,37,42,53
62,48,89,45,91,68,85
93,35,56,59,83,39,43
51,98,98,68,39,80,88
53,57,73,77,36,42,58
67,75,100,44,89,80,93
59,37,50,51,37,34,45
79,78,58,97,71,95,70
96,44,73,88,100,96,94
59,64,37,43,70,84,67
79,100,48,89,95,67,88
76,60,40,61,98,52,93
99,45,47,99,70,67,91
68,57,85,93,37,38,81
30,98,72,91,73,32,85
61,58,31,95,65,90,47
88,68,97,87,96,94,87
41,73,72,80,37,48,81
65,90,98,37,53,98,59
34,88,35,80,42,65,31
72,82,78,81,57,94,92
60,74,90,61,75,56,91
68,52,85,43,82,50,76
78,75,94,96,70,71,97
82,58,60,92,31,68,60
33,35,69,52,73,64,31
98,45,44,89,41,94,88
46,46,39,71,32,35,51
48,94,40,90,93,100,98
40,99,54,39,46,54,54
69,30,99,36,61,77,100
79,63,93,45,66,99,88
37,65,39,75,47,92,35
43,84,90,80,81,80,73
83,96,66,41,92,86,98
91,92,84,75,36,63,81
38,66,31,83,40,39,52
71,53,65,55,36,69,82
66,70,90,71,68,81,100
36,52,61,90,84,30,39
73,63,41,61,55,35,41
34,91,88,94,65,100,30
99,64,71,85,53,98,94
51,52,50,99,94,83,100
40,59,37,65,46,81,59
96,46,80,77,50,99,92
54,61,46,67,59,82,65
78,100,38,99,68,38,98
58,70,84,88,92,76,57
100,86,86,44,85,46,60
84,73,40,30,77,31,78
75,59,59,55,46,35,45
34,78,83,43,73,46,32
91,93,74,88,86,40,35
39,99,96,33,66,60,90
96,40,78,42,32,99,87
48,73,46,65,32,57,53
79,47,100,73,64,99,100
66,30,89,92,38,52,100
57,69,34,100,38,41,51
52,100,83,65,51,35,86
90,77,67,46,75,84,89
72,86,86,96,83,70,91
39,84,96,30,73,89,30
62,54,55,79,44,94,93
84,34,90,70,72,83,69
95,70,45,70,45,93,97
45,74,43,32,100,74,85
98,99,96,59,81,86,86
88,96,70,62,86,34,92
38,52,42,46,39,97,95
82,63,77,66,46,49,81
53,69,40,67,32,69,50
98,78,61,43,98,58,99
30,35,95,100,60,84,90
75,38,69,83,48,31,44
63,90,48,97,46,76,73
76,98,99,93,71,81,90
61,60,78,73,31,98,52
49,37,96,32,88,66,41
66,33,85,89,47,37,67
75,62,100,72,50,93,91
53,68,68,46,62,44,61
100,66,51,37,45,73,43
91,92,88,67,54,100,98
45,89,30,61,34,89,39
36,78,38,63,31,42,70
47,50,53,71,44,93,45
93,56,58,62,97,89,90
48,96,85,95,93,33,97
90,96,89,56,33,96,93
83,32,67,35,94,83,92
78,59,92,63,97,78,99
31,94,42,78,90,60,94
88,55,84,92,30,33,76
57,81,81,91,97,58,83
100,48,44,42,40,35,85
92,37,63,61,81,86,87
65,98,72,63,50,99,94
92,78,44,68,91,56,91
99,32,41,67,75,47,100
80,51,97,76,100,46,69
82,41,98,36,97,39,100
51,34,84,96,90,38,84
45,90,41,98,90,52,88
41,98,57,54,43,100,89
79,76,33,53,36,96,96
49,91,100,49,44,44,48
42,93,80,70,56,94,79
41,33,88,35,53,99,99
44,81,87,89,80,87,65
81,32,97,35,31,54,48
45,59,80,89,49,53,57
95,52,49,94,42,100,92
79,71,99,54,70,92,63
100,32,59,31,95,89,48
69,48,41,51,96,32,80
51,57,63,68,59,94,83
71,63,41,88,96,46,60
48,100,89,34,31,33,53
90,94,91,59,80,49,88
90,90,93,75,74,36,98
95,38,38,46,81,55,91
66,88,31,61,53,93,88
44,43,57,93,38,91,91
68,30,98,99,64,75,90
43,95,66,42,39,94,54
79,70,65,96,92,80,89
92,48,52,36,67,92,85
66,34,70,67,100,100,51
90,42,68,41,70,86,31
91,30,93,99,35,68,89
91,56,35,73,59,93,93
77,92,59,50,58,54,87
36,41,68,100,96,57,93
83,41,97,88,60,33,80
96,71,96,46,89,63,94
68,65,90,97,83,85,64
83,96,69,74,43,40,35
75,83,69,61,34,79,75
37,65,80,91,30,38,47
67,67,81,57,39,57,69
100,83,84,48,70,43,35
66,92,92,68,38,68,67
65,90,90,75,80,50,96
50,44,79,43,45,76,50
100,47,88,99,90,93,36
76,62,38,58,77,35,38
57,45,35,37,95,40,88
76,44,38,71,97,71,97
78,41,85,37,31,39,73
92,42,100,83,39,60,85
59,99,39,38,48,39,38
52,59,34,78,96,94,95
98,78,97,83,45,99,97
58,45,79,97,58,91,87
57,61,42,87,30,65,46
53,84,88,34,47,45,32
94,64,70,66,44,87,63
76,30,37,38,47,30,56
98,67,88,59,93,90,61
78,83,93,100,62,41,91
47,60,92,73,74,33,94
51,97,74,96,37,31,88
42,36,30,34,95,83,41
78,90,40,61,42,92,92
66,99,89,36,37,35,74
37,63,99,53,86,73,93
34,60,69,86,90,63,99
87,64,95,39,47,65,39
35,78,54,90,56,40,97
47,37,97,71,92,93,100
54,89,91,76,56,93,90
83,43,48,96,88,94,94
44,44,48,68,59,67,38
79,88,83,34,87,83,46
96,41,47,52,93,55,85
75,59,79,48,98,90,99
32,96,89,77,64,32,95
76,61,37,85,93,53,85
68,63,34,56,39,44,73
52,90,95,37,73,64,89
74,77,40,68,76,67,69
82,72,57,30,98,96,61
32,84,91,92,34,93,33
31,39,97,37,90,33,45
36,66,55,44,47,84,33
78,99,73,60,93,74,88
39,92,72,37,76,37,48
95,95,97,94,59,51,85
32,88,59,63,98,34,87
73,84,36,57,49,75,46
76,66,45,54,94,81,42
95,81,78,68,30,68,83
94,43,95,42,57,99,76
85,68,82,42,72,94,54
53,54,75,97,71,61,64
65,36,31,32,98,82,88
97,39,60,54,52,83,88
93,84,96,40,89,32,44
39,35,78,87,97,90,62
78,58,85,86,48,55,83
34,89,87,95,94,65,97
72,66,69,96,96,64,99
46,55,100,32,85,65,100
53,91,47,45,50,84,50
60,99,88,37,68,38,82
41,30,38,64,63,36,68
90,32,40,75,100,92,93
95,97,77,82,63,81,93
90,42,47,76,37,63,85
69,68,75,99,38,66,96
34,31,67,95,92,49,86
34,79,41,38,62,93,96
34,33,43,81,79,91,60
55,98,50,43,65,41,86
92,42,48,100,63,32,94
65,96,84,32,100,68,91
74,40,98,34,64,31,64
57,96,75,61,42,94,86
96,32,81,46,60,42,66
63,71,45,94,79,83,95
59,39,41,98,98,57,64
82,60,37,49,33,92,81
69,51,80,90,37,46,90
33,31,97,42,92,53,41
41,72,94,98,76,66,36
32,91,38,64,53,91,96
48,99,86,92,62,50,39
91,40,55,40,89,83,67
58,45,78,86,85,58,81
57,45,69,94,85,61,90
50,61,38,41,37,73,43
96,54,48,63,92,62,32
91,34,74,39,92,37,43
99,50,52,64,58,54,60
32,77,49,36,72,81,49
59,78,50,60,86,68,61
34,81,59,43,63,93,95
96,65,79,32,87,58,94
83,46,64,91,42,84,77
97,84,50,75,93,55,53
77,54,81,47,76,96,82
95,30,36,52,98,31,54
32,75,79,86,100,83,76
39,87,97,78,32,70,99
47,43,63,59,47,66,36
57,30,95,89,72,79,86
55,67,51,37,44,90,82
39,90,51,90,100,83,97
94,74,35,95,86,47,45
68,93,96,84,86,31,97
90,87,92,57,41,62,35
80,85,53,43,50,59,66
94,30,59,37,37,97,86
72,34,90,96,38,70,85
43,94,40,31,35,95,99
42,52,48,40,41,37,45
42,39,45,71,99,97,40
85,91,59,68,91,58,95
65,55,95,87,59,57,94
99,89,59,38,33,65,34
83,83,44,40,42,33,69
95,94,58,47,74,76,32
61,94,42,70,99,42,96
83,92,85,37,43,81,91
100,48,89,85,34,85,80
93,83,86,90,65,75,96
71,44,49,98,32,35,84
55,55,74,44,88,35,58
100,100,52,81,89,43,94
46,73,93,57,81,76,92
99,76,30,57,79,37,77
60,35,71,99,51,52,52
38,92,65,63,35,81,86
91,32,99,44,33,55,48
69,86,55,99,53,99,84
77,92,44,97,46,45,51
88,94,93,88,36,32,98
99,82,76,36,81,67,71
57,80,33,30,99,30,31
61,43,43,43,98,62,87
97,96,66,34,60,76,96
45,33,73,64,89,94,87
95,34,88,58,97,50,99
97,32,73,92,88,58,99
86,96,85,72,37,43,94
97,93,78,47,87,74,89
79,99,54,47,45,53,99
76,57,36,55,75,39,33
39,83,76,46,67,38,57
88,84,38,92,95,49,48
47,40,54,93,40,87,51
74,42,45,46,40,82,57
98,97,100,34,85,81,87
91,66,59,87,35,96,97
49,72,91,72,89,60,53
84,86,94,87,57,44,94
89,97,78,68,92,65,97
34,35,90,100,38,60,85
30,92,67,99,84,41,92
50,92,61,87,70,62,93
80,95,86,72,98,70,85
88,65,94,49,80,98,98
65,30,45,64,84,63,54
87,45,77,92,35,41,84
42,88,70,44,33,81,46
90,42,31,56,92,68,46
89,56,61,64,33,91,69
48,93,35,70,91,59,36
50,51,66,55,90,68,85
83,69,39,96,34,70,89
94,76,89,68,50,58,95
87,44,85,37,57,51,31
49,98,71,82,46,33,50
52,96,91,78,46,84,86
81,89,78,51,91,96,94
47,40,97,63,71,64,91
76,41,39,98,49,84,76
98,42,72,48,92,74,87
60,99,94,76,48,51,93
35,98,31,43,40,59,94
60,37,61,72,78,37,37
79,61,31,84,61,83,82
90,99,87,49,43,56,78
99,72,36,31,45,91,64
49,88,33,94,47,97,90
53,56,55,88,96,75,86
63,72,31,95,91,56,100
37,86,50,95,58,64,51
68,95,93,85,94,47,94
31,48,93,100,44,73,88
86,38,69,75,77,36,80
85,90,99,87,83,36,99
41,86,70,89,56,63,80
34,99,66,71,41,86,97
78,59,66,38,50,49,50
31,97,90,58,59,31,90
99,32,96,30,78,60,86
52,41,47,53,92,51,96
63,98,34,54,77,32,68
52,52,68,48,33,81,73
73,53,36,74,33,90,86
62,92,58,63,39,91,99
36,30,93,64,57,90,61
80,39,38,88,56,37,60
48,62,86,31,80,92,55
37,82,61,82,35,94,36
30,92,31,67,74,96,59
65,53,66,73,79,66,79
54,61,62,37,100,41,82
75,84,41,70,52,67,67
61,33,100,74,86,84,40
37,57,47,69,50,48,59
38,58,100,91,98,76,99
64,95,76,50,73,91,36
47,100,92,59,31,91,56
88,85,80,50,59,68,84
84,95,55,34,63,48,42
93,67,67,76,62,87,100
47,71,89,97,79,68,75
68,95,68,65,59,68,93
62,91,56,31,43,40,53
90,93,30,34,65,66,93
88,100,37,57,42,99,95
44,35,92,88,53,35,86
99,80,55,32,71,69,89
60,58,53,34,62,69,78
62,91,90,86,91,72,87
69,94,100,40,36,89,69
94,92,50,61,89,55,89
61,67,85,36,32,55,72
30,49,90,98,96,58,96
65,52,96,80,31,31,46
88,99,30,73,51,73,56
98,95,44,82,78,59,65
42,69,43,67,94,84,71
43,59,44,100,55,93,93
95,75,64,40,99,98,98
93,61,58,86,71,96,94
44,60,77,55,72,91,98
64,96,38,38,35,49,94
92,68,58,53,45,91,96
53,31,96,87,44,55,98
30,100,42,91,94,42,92
40,81,92,73,90,46,93
51,80,61,54,46,100,48
38,69,63,97,69,83,96
95,46,82,95,83,97,97
35,95,94,95,50,48,44
96,72,65,98,49,63,77
48,43,67,47,38,97,38
47,45,41,89,92,58,90
98,66,30,69,43,84,53
66,39,100,58,77,50,85
76,41,35,95,84,43,92
49,60,65,50,66,59,37
95,39,63,36,39,48,36
50,85,98,77,91,43,92
100,39,32,91,36,78,89
70,47,35,91,97,51,43
47,60,96,44,90,69,89
71,77,64,83,46,76,72
45,83,89,74,69,77,76
84,82,95,88,63,64,96
71,66,41,80,30,44,53
80,75,100,90,93,94,87
72,56,73,47,50,61,81
97,83,37,77,72,42,36
72,31,93,66,85,59,100
82,88,56,31,89,82,83
97,40,70,94,80,68,34
